Lot No.,Vendor,Item Description,Reserve
2137,3429765224595456,Kuvuco,"$8,122.00"
2138,100201522003968,Nuwikom,"$6,873.14"
2139,8.27307E+15,Biutsag,"$9,291.20"
2140,4738972167176192,Vucefe,"$3,245.13"
2141,8.50064E+15,Jilpotwe,"$9,984.83"
2142,2287005652221952,Anpeog,"$1,273.78"
2143,3.03586E+15,Gubadde,$117.99
2144,2039308292718592,Mekjupup,"$2,509.80"
2145,5567283602653184,Ubudopca,"$3,024.06"
2146,4548155903311872,Naabut,"$2,100.37"
2147,7992049177460736,Efsapo,"$8,510.21"
2148,542916879581184,Kumuaw,"$3,387.68"
2149,6783905369686016,Tasadna,"$2,654.02"
2150,5682362805387264,Erfuniv,"$9,547.88"
2151,6009531947548672,Jeclakel,"$4,633.59"
2152,5.18931E+15,Toukihid,$967.45
2153,2131693051838464,Sazeja,"$6,110.62"
2154,1143901765238784,Noranave,"$9,972.53"
2155,2387317304066048,Ihvaiw,"$6,185.21"
2156,2496691582271488,Lulette,"$5,727.69"
2157,6819991324196864,Asaublun,"$1,207.44"
2158,5956141263618048,Hupogces,"$7,561.32"
2159,8672617915482112,Hadino,"$2,781.34"
2160,4.09353E+15,Ezeetdat,"$7,998.17"
2161,2911629872201728,Lunune,$112.50
2162,1396147736281088,Cafebig,"$5,374.12"
2163,2650810903166976,Zafciab,"$8,405.07"
2164,6.07055E+15,Ugubivar,"$6,542.31"
2165,5.65201E+15,Cokwegrin,"$4,035.34"
2166,3.78512E+15,Dunokav,"$6,250.57"
2167,3801804779290624,Zebsipad,$815.31
2168,384923982626816,Cuvhuot,"$5,988.36"
2169,6240986021756928,Relzetdo,"$7,916.02"
2170,3926827240259584,Pojidop,"$2,000.39"
2171,7051604031176704,Gakole,"$3,006.18"
2172,5182940644376576,Kutrelzom,$533.96
2173,859348802732032,Nepako,"$5,480.33"
2174,1.1325E+15,Rebobjic,"$2,168.48"
2175,1935056035643392,Cuocuepe,"$2,488.39"
2176,7185983325863936,Biluze,"$8,385.82"
2177,4086056351694848,Birjiwwaj,"$1,514.20"
2178,5710669825441792,Seseova,"$8,001.26"
2179,7370964432060416,Muekub,"$3,352.32"
2180,3559976240939008,Tamogujic,"$9,785.74"
2181,5335157164736512,Kuontit,"$5,715.23"
2182,8568887832477696,Cipmiluc,"$6,493.25"
2183,2.80483E+15,Pobevwo,"$8,047.33"
2184,5128372392820736,Atbiluv,"$3,816.53"
2185,264145326833664,Zowrihiv,"$9,875.12"
2186,719448960925696,Tupokuvo,$109.95
2187,4573084130476032,Wasebum,"$1,649.51"
2188,4.84608E+15,Eketizlal,$465.24
2189,7.0633E+15,Rigozzo,"$8,833.39"
2190,7542311250558976,Sivlepul,"$7,077.22"
2191,2426608210149376,Zadorci,"$5,474.60"
2192,42777268191232,Babcilek,"$8,928.87"
2193,5504975308324864,Uwbaca,"$3,688.96"
2194,8955477515829248,Ladmivkas,"$7,415.43"
2195,4.07499E+15,Vafseta,"$8,923.44"
2196,719405409370112,Segzarpa,"$1,254.47"
2197,7664991788335104,Rikzebrer,"$3,772.33"
2198,8835414938877952,Zepkalle,"$3,186.73"
2199,6178008599625728,Unafupwo,"$2,053.23"
2200,8852247100260352,Mobwike,"$9,005.91"
2201,7.87448E+15,Racucru,"$5,627.25"
2202,3.95411E+15,Pazjoco,"$1,791.37"
2203,820743159939072,Wezsowah,$9.82
2204,6.53196E+15,Dajiva,"$5,749.81"
2205,7.65412E+15,Bibemil,"$2,378.26"
2206,6369546770317312,Tezede,"$7,851.46"
2207,1376218354024448,Cablezi,"$5,219.65"
2208,7717060710760448,Galtuhoh,"$6,694.26"
2209,7078252166250496,Nezgoja,"$2,789.28"
2210,1703625822830592,Nakpirloh,"$5,351.78"
2211,6066088565538816,Ritekcu,$778.23
2212,3765161361932288,Jepuwu,"$5,889.79"
2213,6345784878432256,Kauvpi,"$9,601.61"
2214,5.76257E+15,Sofmepvec,"$1,457.24"
2215,7320185709002752,Otukomlim,"$4,780.94"
2216,6271366376456192,Dipwamtu,"$4,479.12"
2217,2660964107288576,Wihidhi,"$2,530.28"
2218,973708218859520,Pizumaj,"$3,466.23"
2219,5043900653764608,Uvoseid,"$1,959.39"
2220,1.46201E+15,Novnapkap,$648.37
2221,192601412075520,Dutokume,"$3,747.86"
2222,1733615046098944,Hizetu,"$1,301.65"
2223,2359347384418304,Dasijeb,"$2,654.44"
2224,6.45862E+15,Donobjab,"$6,653.54"
2225,4639546088095744,Coguipe,"$8,800.03"
2226,2136808999616512,Jakuzhuk,"$8,161.35"
2227,5093360343711744,Komunudi,"$2,569.30"
2228,4915599773794304,Gelculfo,"$3,613.39"
2229,5119981442301952,Lovtuaz,"$8,063.42"
2230,2602755174694912,Vawlagok,"$3,548.22"
2231,6622356715864064,Habifop,"$5,531.90"
2232,8.86524E+15,Movocpeh,"$7,389.62"
2233,5599089001496576,Kofagecum,$313.61
2234,2104552710995968,Ohujezto,$728.96
2235,436299722915840,Adteicu,"$6,999.75"
2236,5783854969257984,Unelrim,"$4,058.34"
2237,8.64341E+15,Tabekki,"$4,736.27"
2238,2439682830893056,Catfapwul,"$5,530.66"
2239,8520789628289024,Pogizoulo,"$2,139.69"
2240,8928354950447104,Kumsepin,"$6,591.95"
2241,6522385154965504,Koebazov,"$4,023.94"
2242,6959926758866944,Zevotug,"$3,933.09"
2243,3212786693832704,Zazawreg,"$8,521.94"
2244,8662474991599616,Bewsiczir,"$6,803.86"
2245,7101067154161664,Biefidum,"$3,019.04"
2246,2413348612210688,Peztofro,"$9,729.90"
2247,436842046423040,Rifeoh,"$2,623.78"
2248,8419066861584384,Lotildif,"$9,288.42"
2249,2861019695153152,Falcocbib,$256.95
2250,3794525577281536,Potnuadi,"$2,153.29"
2251,579329606025216,Zukitoki,"$2,132.63"
2252,8923377358077952,Gowemkob,"$1,842.18"
2253,2439392606027776,Owomahnur,"$4,510.44"
2254,3034827888525312,Ugiohwug,"$5,418.23"
2255,4.14541E+15,Naasirid,"$7,198.40"
2256,4254243315777536,Dekbukob,"$3,228.80"
2257,7753855146131456,Fodowleg,"$8,942.05"
2258,4658900588560384,Ifmous,"$4,058.65"
2259,2.30248E+15,Machimu,"$4,430.41"
2260,3188649961193472,Viepreb,"$5,195.63"
2261,2931784872361984,Fihutcus,"$8,907.60"
2262,2293429878915072,Dajitih,"$2,054.76"
2263,8318741074935808,Rizbahsa,"$4,310.74"
2264,130175190695936,Sihjumo,"$1,313.29"
2265,404739747479552,Zegjica,"$6,890.14"
2266,2583404765773824,Fenofaziv,"$8,774.89"
2267,5818349653065728,Leskasep,"$8,903.89"
2268,8365469717233664,Ocruzer,"$2,432.69"
2269,2125964433686528,Jascagi,$550.99
2270,815954401427456,Uvjujir,"$3,816.48"
2271,466839501012992,Ifmona,"$8,007.02"
2272,4896554055892992,Kisvoic,"$3,459.05"
2273,3056501132361728,Cunawruz,"$1,278.60"
2274,5084484286283776,Diaske,"$6,047.27"
2275,3457413543886848,Huokpaw,"$8,987.21"
2276,7291553422770176,Dumozgiw,"$9,218.48"
2277,8947710887460864,Ejelehzak,"$4,915.37"
2278,4487854000439296,Nikehwef,"$9,851.81"
2279,6.34647E+15,Uronutihi,"$7,940.60"
2280,6.57623E+15,Binike,"$6,660.78"
2281,131936452345856,Delunazo,"$3,837.44"
2282,8813782899884032,Ovmalji,"$1,073.37"
2283,16986660667392,Nezhejeve,"$3,802.80"
2284,8940517121327104,Osoimkoh,"$3,229.56"
2285,2066309932122112,Akemamrus,"$6,146.36"
2286,5.11286E+15,Kavpepvu,"$2,600.16"
2287,2.12708E+15,Etnujuw,$356.94
2288,2003201748369408,Wocogam,$492.36
2289,8911342935212032,Korecitab,"$6,871.06"
2290,1617016425283584,Bovefaru,"$2,997.36"
2291,4358885313871872,Fejigpal,"$6,535.69"
2292,4731793324376064,Vapinol,"$8,760.63"
2293,6.96146E+15,Jibdemeh,"$7,265.57"
2294,2871966455300096,Muzrubo,"$9,990.65"
2295,6767531748491264,Temnevacu,"$1,854.66"
2296,1.18613E+15,Ezzumri,"$3,764.07"
2297,8.49984E+15,Zaotbat,"$4,384.01"
2298,2891471264940032,Pirunjep,"$2,849.93"
2299,858959869116416,Lizikic,"$7,662.70"
2300,7358383669641216,Sisagop,"$7,064.73"
2301,6.61087E+15,Gedaden,"$2,053.53"
2302,719790305968128,Ulasihwez,"$6,024.77"
2303,8160413696917504,Okugbe,$391.78
2304,8546561686503424,Liwhujo,"$1,893.59"
2305,6.25096E+15,Ewcuwow,"$2,767.22"
2306,5661712571170816,Ririzef,"$3,159.57"
2307,7831430652493824,Biczoane,"$4,943.32"
2308,1305919763775488,Gerati,"$8,199.58"
2309,2480614259294208,Zunpefab,"$1,166.52"
2310,5983028671152128,Adokodew,"$6,627.18"
2311,7288911462137856,Abtimaw,"$4,436.81"
2312,7012718385037312,Poltias,"$2,781.23"
2313,8.72822E+15,Powodog,"$7,937.43"
2314,6273294017757184,Sonabode,"$2,424.18"
2315,5386191830515712,Hivsoupa,"$9,469.29"
2316,8597009269260288,Dewieto,"$9,753.69"
2317,5023746024800256,Panimoru,"$7,114.66"
2318,6580923256537088,Bebmiur,$679.23
2319,4853923607216128,Ukukewa,"$7,086.14"
2320,2.39041E+15,Todugame,"$9,143.74"
2321,7536112851484672,Hatifep,"$6,051.43"
2322,8111447890460672,Pulbarloc,"$4,620.31"
2323,466995023708160,Leroghez,$74.34
2324,8009509435867136,Ejogiopi,"$8,739.63"
2325,2175495514882048,Nazjakmok,"$3,761.48"
2326,4.49437E+15,Getorpa,"$5,963.60"
2327,725995256545280,Kotmorul,"$8,044.07"
2328,7141840536993792,Aborebsir,"$6,960.61"
2329,2.75114E+15,Dihlawez,"$4,684.64"
2330,690572073369600,Lopougu,"$5,361.78"
2331,958049439186944,Navunivi,"$3,294.09"
2332,5937896246738944,Lakseuj,"$3,595.90"
2333,3234160913154048,Vazhopun,"$1,606.73"
2334,6935045153488896,Raccihu,"$9,500.20"
2335,2671965821206528,Bukzuhlu,"$3,949.46"
2336,6421529403326464,Sevcevir,"$3,821.88"
2337,5504592833937408,Mubkorcur,"$5,664.19"
2338,4663061132607488,Hevsewuku,"$9,188.74"
2339,168694684581888,Hewaflas,"$1,809.51"
2340,7402410431479808,Silocud,"$3,142.76"
2341,4891121878564864,Cezaceg,$409.47
2342,1.32365E+15,Sucuce,$169.39
2343,1677908712095744,Fehgewor,"$2,623.12"
2344,6246388375486464,Bovwaval,$151.29
2345,7572652227035136,Sokwajju,"$9,935.16"
2346,1154246433046528,Ovdiso,"$4,410.72"
2347,5931483879440384,Ujacibze,"$3,181.23"
2348,224511781765120,Woglotnaw,"$8,288.61"
2349,4064732455632896,Kafatken,"$5,099.87"
2350,3141399251779584,Cabfadom,"$9,651.13"
2351,625628231499776,Vukarow,"$1,053.97"
2352,2979485882253312,Cefnobhuv,"$5,906.76"
2353,8.78373E+15,Tuwodet,"$7,843.64"
2354,7577748012793856,Udigior,$568.61
2355,627184358129664,Aviljeh,"$9,454.45"
2356,8310784664797184,Iputuwi,"$2,651.00"
2357,2155383778967552,Buhasfar,$54.38
2358,3659571505659904,Lunewveg,"$5,641.26"
2359,2575812538662912,Kajkikve,"$8,524.34"
2360,5332819175800832,Hodato,"$3,735.97"
2361,1240248407293952,Susois,"$5,217.62"
2362,8092010663641088,Gigudku,$672.41
2363,3264136186167296,Dazvusto,"$5,393.52"
2364,4.79749E+15,Andazo,"$3,769.63"
2365,4.87642E+15,Wowbicbu,"$6,304.78"
2366,530728412512256,Jacmacefi,"$6,765.12"
2367,5089428030619648,Bohbarfes,"$3,005.83"
2368,2547229720051712,Mokjihgu,"$6,822.17"
2369,7086866901762048,Evzibna,"$3,635.86"
2370,1559994304561152,Itupipen,"$2,543.99"
2371,4419187139149824,Cemcuno,"$2,013.96"
2372,3746981254004736,Irsonto,"$8,950.62"
2373,562895838511104,Hojiwop,"$5,517.34"
2374,8704932146315264,Wisasif,"$1,352.44"
2375,5841320346124288,Wezebona,"$9,691.42"
2376,2633357531807744,Picumilo,"$8,041.31"
2377,164816918413312,Nigmogopa,$226.38
2378,264221004660736,Cietgol,"$1,990.94"
2379,7964011513511936,Unomasje,"$3,092.20"
2380,7.41022E+15,Rogogho,"$8,964.98"
2381,1958667712724992,Wofgifbab,"$4,067.94"
2382,3111663442067456,Mofoufo,"$5,987.37"
2383,6.15432E+15,Geelduh,$758.56
2384,7170309243273216,Cijdehus,"$4,370.64"
2385,4641260627296256,Eteilezin,"$6,696.74"
2386,5899656873639936,Vehelzo,"$7,365.19"
2387,6216473538199552,Caznaful,"$4,287.22"
2388,8197658709590016,Gohusupo,"$5,571.54"
2389,5776076766707712,Cahugli,"$7,587.08"
2390,2336380334112768,Dimgutsa,"$7,641.49"
2391,3723338778148864,Dibiwlaj,"$5,896.40"
2392,4929858035515392,Fawisow,"$6,001.01"
2393,4893940002062336,Ripahja,"$6,683.76"
2394,4068956933455872,Ridligit,"$4,939.44"
2395,3.67779E+15,Colzefpe,"$9,936.90"
2396,5015332802527232,Cubfiser,"$6,051.05"
2397,5282228374339584,Ocorani,$998.48
2398,200392203829248,Fucvapaj,"$4,191.16"
2399,1056452145840128,Mopupme,"$9,456.50"
2400,4583479824089088,Jucomis,"$5,440.13"
2401,3439358717722624,Ohtanma,"$6,593.36"
2402,4179644171419648,Mijulej,"$2,740.23"
2403,7978433755742208,Peisewu,$764.27
2404,899441387110400,Fargulsu,"$7,060.34"
2405,6842697272786944,Bakefij,"$6,752.15"
2406,4446516280295424,Icodzoc,"$5,143.90"
2407,1895691741822976,Fozephad,"$5,505.12"
2408,2181870278148096,Mujicid,"$1,954.70"
2409,3058579040894976,Lacepki,"$9,386.86"
2410,4480121855541248,Aledewiv,"$5,013.59"
2411,2589276072050688,Golpesar,"$8,761.07"
2412,830988326273024,Zemulsor,"$3,611.70"
2413,5832076221743104,Votuldi,"$5,665.61"
2414,6680043023499264,Papnute,$397.28
2415,7771075951722496,Calutesev,"$2,097.16"
2416,7.5866E+15,Naormo,$256.73
2417,6.60277E+15,Oporigso,"$2,075.43"
2418,1550804955693056,Padiwim,"$6,828.94"
2419,4159398935003136,Guzfimi,"$9,709.02"
2420,8322334899306496,Wajbuwjet,"$2,069.32"
2421,1.26122E+15,Reodko,"$8,171.86"
2422,1266154517561344,Ajmuhe,$656.34
2423,1128248819843072,Zilomjeh,"$6,943.99"
2424,7.02364E+15,Reibzu,$494.90
2425,455592684552192,Rucosvu,"$7,160.39"
2426,69686580477952,Wedenoja,"$4,985.81"
2427,2819286349381632,Mebjedzov,"$1,311.61"
2428,5.96724E+15,Uneonuik,"$5,147.55"
2429,7509071812886528,Lejvito,"$3,672.92"
2430,6660184334139392,Bumhadeh,"$1,069.53"
2431,3638563390357504,Mazmotmaf,"$1,238.32"
2432,5390836833452032,Ajiacauhi,"$1,273.52"
2433,1794606396080128,Pibebij,"$1,349.04"
2434,2635463485554688,Hebvefos,"$3,961.40"
2435,1087589681463296,Geburniv,"$1,011.87"
2436,6051440017539072,Jasudcuw,"$1,049.94"
2437,8.14274E+15,Sajoupi,"$8,387.59"
2438,3329527688200192,Tijelog,"$2,154.01"
2439,1678889980002304,Omemuezi,$203.89
2440,1438132318765056,Runuwe,$125.32
2441,393124463509504,Zesesbof,"$7,862.50"
2442,1391433804152832,Fohujbok,"$9,119.86"
2443,7033748447035392,Sucgofav,"$6,121.55"
2444,6043118832975872,Ciapijib,$71.01
2445,4380124923297792,Jofopice,"$4,621.30"
2446,8976764653010944,Cizmuen,$482.18
2447,7227670226010112,Cuvtefdo,"$5,993.07"
2448,5064158292738048,Buepako,"$6,279.85"
2449,2111426072150016,Zolotuba,"$6,048.63"
2450,6.96375E+15,Wedacar,$644.86
2451,5822604048859136,Rulinop,"$5,350.43"
2452,5943321828524032,Pijtonzom,"$4,094.46"
2453,4137020941139968,Canudro,"$5,165.19"
2454,6589070731902976,Poicole,"$4,179.43"
2455,6.89816E+15,Vewigojo,$319.31
2456,965986763145216,Usifeglo,"$5,249.60"
2457,8950748108816384,Kogabo,"$3,784.28"
2458,2629462149562368,Mipsace,"$6,530.16"
2459,6967647614795776,Toaruju,"$4,758.97"
2460,8874132487798784,Onnobi,"$6,587.25"
2461,1248465493426176,Nimgesdi,"$5,672.16"
2462,7.19611E+15,Hibavoim,"$6,449.49"
2463,807373528629248,Fekcigik,$787.02
2464,5791591692238848,Zowtuto,$332.06
2465,1204106962141184,Namapbol,"$2,155.08"
2466,7600781190496256,Ucadokca,"$6,505.93"
2467,4408937958866944,Lilcipig,"$6,080.19"
2468,289132056150016,Punijriw,"$8,208.94"
2469,3998766044545024,Romulle,"$3,762.10"
2470,3.8276E+15,Viznotino,$610.15
2471,4716706637283328,Ifodug,"$2,222.63"
2472,5110680065671168,Foamaum,"$9,274.41"
2473,6464936802779136,Hatuffe,"$8,494.80"
2474,1266211505569792,Kisiceg,"$7,498.91"
2475,7709393361567744,Omacelu,"$1,607.23"
2476,5330529805139968,Veriho,"$6,647.45"
2477,7589300973600768,Viboit,$569.23
2478,8471266681946112,Cizusuate,"$2,368.53"
2479,7153460407435264,Jiniwe,"$4,790.38"
2480,8789081012043776,Kawbuwfaf,"$2,776.06"
2481,5718179120676864,Ifelelzuc,"$6,265.59"
2482,5291201699774464,Wamikug,"$4,109.92"
2483,1204524263931904,Zogzaoca,"$3,057.05"
2484,637610722590720,Ugocalsuw,$741.22
2485,6865533693591552,Ogurobe,"$4,878.44"
2486,1137453863796736,Jisowe,"$6,020.28"
2487,8287802145898496,Gokotli,"$2,157.58"
2488,7.04164E+15,Upeuhvol,"$6,570.30"
2489,2925557503229952,Kagafup,"$7,818.83"
2490,1589769521856512,Gizofag,$495.35
2491,117086240112640,Siotjab,"$4,915.33"
2492,6.27414E+15,Ozerpak,"$5,353.37"
2493,1438347136335872,Tancuef,"$2,295.59"
2494,6774162882297856,Ogjoot,"$3,907.77"
2495,4726016501088256,Jimulfir,"$8,111.90"
2496,1695862401007616,Otugupi,"$9,962.02"
2497,7635265812168704,Onabeol,"$9,785.15"
2498,6287004192997376,Zokcikfib,$237.88
2499,1830984165097472,Bivedar,"$5,672.83"
2500,7205011620626432,Cimnigzez,"$4,682.78"
2501,8860214172319744,Tunhuji,"$2,244.14"
2502,2459143015235584,Hildatu,"$2,279.26"
2503,4571899726135296,Zufvuheb,"$1,565.66"
2504,6530180241686528,Ihnewa,"$1,941.18"
2505,1973191427751936,Cuhhamres,"$9,282.63"
2506,8337341089316864,Zorazwiw,"$5,087.06"
2507,5839426689171456,Muvadim,"$7,631.30"
2508,4486253389021184,Matipan,"$1,769.94"
2509,8067500742803456,Hejaih,"$5,050.39"
2510,2446844456075264,Umhozep,"$6,127.34"
2511,4983543962796032,Upewulog,"$5,250.92"
2512,3523456285016064,Igjocmoc,$1.84
2513,1963351642996736,Pevsodufo,"$1,504.73"
2514,1680787596378112,Adnunvu,"$4,394.98"
2515,2.25249E+15,Fisbeuk,"$2,342.06"
2516,3753595178582016,Jofaop,"$2,276.87"
2517,4.46961E+15,Fahawaj,"$4,726.82"
2518,6281662306451456,Ziconeca,"$7,556.17"
2519,5964175616507904,Upihezok,"$2,046.52"
2520,6560922801799168,Wumzomnet,"$3,888.06"
2521,2874872019550208,Wammapop,"$1,334.20"
2522,7247258047217664,Jomafon,"$2,788.33"
2523,6700478482087936,Biroifo,"$5,014.61"
2524,7963781353177088,Wintekre,$151.31
2525,4267469264912384,Cifjisem,$399.30
2526,3976417167540224,Arlevtul,"$7,854.17"
2527,1.96752E+15,Figmuuka,"$1,525.19"
2528,6471820175736832,Zaepiba,"$6,958.63"
2529,4288689047863296,Kavifit,"$2,467.44"
2530,545099062706176,Dezosetof,"$6,889.58"
2531,6926730386210816,Piranja,"$2,250.13"
2532,948432598466560,Wuwdecle,"$6,119.19"
2533,3328123552661504,Enhafog,"$6,657.39"
2534,2883570049744896,Raahle,"$2,329.62"
2535,7555113302360064,Opabunoc,$637.37
2536,2356363944525824,Siproco,"$4,473.94"
2537,2.65219E+15,Asginpu,$475.69
2538,6294482649612288,Odasopa,"$7,648.48"
2539,267348401455104,Azcoweb,"$9,993.31"
2540,3660487896072192,Susamole,"$2,941.38"
2541,7873675764170752,Umabatav,"$5,118.61"
2542,8671007701204992,Detdahtu,"$8,398.20"
2543,7102201260408832,Tafhiobi,"$9,354.49"
2544,3999110333988864,Ezkuzsu,"$2,057.97"
2545,5066820394418176,Ahudupuzi,$724.59
2546,2457325386334208,Egugogemu,"$1,884.64"
2547,2.01376E+15,Pebtauf,"$7,634.04"
2548,580628651180032,Hemzeza,"$2,131.42"
2549,838513115267072,Babosem,"$1,156.46"
2550,7081719553327104,Newamala,"$4,150.35"
2551,1.60856E+15,Talcevse,$844.62
2552,7933745055137792,Ipkukfe,"$9,268.04"
2553,1390734299103232,Efmapa,"$5,973.35"
2554,8.14143E+15,Oronfiz,"$1,558.98"
2555,5084407016718336,Caewaac,"$9,897.14"
2556,588444464054272,Jihegkaz,"$4,136.89"
2557,7000978320523264,Deopivin,"$4,185.17"
2558,5611126544924672,Fomrucfo,"$7,859.84"
2559,5348827601043456,Uzihumvu,"$9,404.55"
2560,4.46932E+15,Lazicze,"$8,623.46"
2561,3240612008558592,Cuukihi,"$1,514.79"
2562,209741106118656,Jibahom,"$9,073.30"
2563,3514538622189568,Camdanle,"$3,135.48"
2564,7664593306386432,Lokwochi,"$5,794.55"
2565,8.09813E+15,Acemuhi,"$2,195.01"
2566,3411628148129792,Vucafu,"$8,588.39"
2567,7.98516E+15,Pobonaj,"$9,104.46"
2568,4285819397341184,Suakmu,"$9,838.73"
2569,5374828223660032,Kusselum,"$5,399.36"
2570,8931802179698688,Eroilro,"$1,825.59"
2571,2084426196451328,Ilupalo,"$7,696.00"
2572,8794935413178368,Mejuwom,"$7,852.73"
2573,2.32959E+15,Wacnirit,"$5,857.98"
2574,5869816369905664,Kevedpo,"$5,426.68"
2575,2315724223676416,Kukpacni,"$5,526.15"
2576,8317894748274688,Vukeruta,"$2,235.75"
2577,431022428651520,Nutagkoc,"$9,652.46"
2578,7771201518698496,Lienco,"$7,271.24"
2579,2378159009824768,Fuvhivge,"$2,644.73"
2580,1329500050685952,Gopcifom,"$8,427.59"
2581,2646751362154496,Elojulec,$572.61
2582,6256184677892096,Vicugmo,"$3,487.32"
2583,3427036439773184,Beeprij,"$8,189.93"
2584,8.60231E+15,Holeeri,"$2,159.15"
2585,6661182802886656,Iwewazfuj,"$3,464.21"
2586,8573015298146304,Ruvvedpuz,"$5,336.31"
2587,5651949596704768,Mofnehse,"$2,420.45"
2588,8234874058047488,Gimgagda,"$8,853.74"
2589,496937058959360,Aznuwpez,"$2,658.05"
2590,8998877065641984,Lohawzib,"$9,203.57"
2591,8.31197E+15,Mekiane,$202.28
2592,257591024287744,Micokmi,"$5,254.81"
2593,5073638002786304,Vipulaca,"$3,391.65"
2594,2552841656860672,Ebajodso,"$7,402.81"
2595,7135190379921408,Souboivo,"$5,273.10"
2596,7414053253152768,Pozivcuf,"$9,595.41"
2597,6586570989633536,Zesafa,"$3,165.79"
2598,3023390384324608,Eharoce,"$2,083.58"
2599,630402362376192,Zituzo,"$5,916.70"
2600,3915340304089088,Acuweep,"$5,971.21"
2601,231161437618176,Toluwigol,"$1,834.59"
2602,5639746592178176,Zerfizun,"$7,218.13"
2603,1310082933456896,Ecibuscut,"$6,792.17"
2604,6650626178023424,Hehofo,"$3,137.56"
2605,800571137196032,Gudadvat,"$3,575.52"
2606,3990800264331264,Fitebus,"$3,574.19"
2607,7798453212020736,Vucoplor,"$9,145.86"
2608,1.94707E+15,Besatide,"$1,485.74"
2609,721661156392960,Uditepe,"$4,905.71"
2610,18046959747072,Cinosoj,"$8,983.04"
2611,7137087180505088,Kitgobvot,"$9,348.96"
2612,7445280253280256,Sowevfi,"$7,710.00"
2613,6222903416717312,Kubdogjil,$587.33
2614,7.41787E+15,Ronogohi,"$1,524.30"
2615,340724469989376,Bosokuw,"$2,888.41"
2616,8685890413002752,Rorobow,"$2,386.59"
2617,4545884526215168,Azruwoz,$907.81
2618,746849463959552,Tajitat,"$2,316.38"
2619,8.21818E+15,Vuecvi,"$2,820.26"
2620,4555109142888448,Ikapeno,$86.55
2621,8632683317952512,Lurwupbok,"$7,070.76"
2622,4.87982E+15,Tobottu,"$7,603.00"
2623,6845294272577536,Aziubuik,"$4,876.40"
2624,13318139936768,Zamruav,"$8,589.29"
2625,818677182103552,Didhembo,"$2,503.35"
2626,3257950445502464,Viteddup,"$9,339.16"
2627,7682306095448064,Zagdegu,"$2,456.65"
2628,5714203266514944,Jofabuzo,"$3,317.16"
2629,109520330162176,Cotduniv,"$9,049.19"
2630,1278288009887744,Cufpotnu,"$9,955.52"
2631,8542891953618944,Uplubwiw,"$6,865.65"
2632,2164719964127232,Adecusa,$394.31
2633,2089474083258368,Cevpuhgaw,"$6,436.61"
2634,5356608357924864,Osiejit,$669.97
2635,4891418933854208,Wipilim,"$5,135.92"
2636,3.73061E+15,Sabosil,$318.39
2637,4895139780624384,Pogezcud,"$1,782.45"
2638,4276356567269376,Wortellak,"$8,267.41"
2639,6462284939395072,Nidduos,"$8,960.30"
2640,5216936138899456,Zespihi,"$3,792.68"
2641,3472610513911808,Wegepew,"$3,681.61"
2642,4522150616629248,Ohiripjo,"$1,873.72"
2643,1479557246877696,Pernunib,"$1,008.44"
2644,5997191290159104,Ravipwo,"$7,510.45"
2645,7.70275E+15,Polnehuh,"$5,214.44"
2646,1.39228E+15,Jalzeiv,"$1,024.62"
2647,6614873326747648,Zuhjuptac,"$3,600.76"
2648,7213056715128832,Urupawu,"$3,653.77"
2649,6248543935266816,Padiwhud,"$3,319.00"
2650,220857597165568,Juhokle,"$3,725.54"
2651,3915416948703232,Incafi,"$5,836.20"
2652,8022061710573568,Tiphonju,"$8,889.18"
2653,1.13235E+15,Wurzogdoj,"$2,934.81"
2654,8066790957514752,Zirukfe,"$7,462.25"
2655,7378993923751936,Vedjiguj,"$3,524.81"
2656,2183355388919808,Gajufkul,"$5,919.43"
2657,6.92826E+15,Cermojuz,"$2,081.17"
2658,4123366168461312,Zomemvoz,"$3,932.95"
2659,8845296744267776,Foucojo,"$1,605.25"
2660,7857653642428416,Fonebja,"$6,482.45"
2661,3452491869978624,Kupalegig,"$5,831.80"
2662,6958158538866688,Rafinuli,"$5,283.13"
2663,2740674128510976,Wilangu,"$5,266.95"
2664,3759189002289152,Juopawi,"$2,482.74"
2665,8221782370680832,Valutev,"$6,430.32"
2666,6879179599511552,Fanfuvwu,"$5,679.71"
2667,15767611375616,Fokjojmed,"$1,787.00"
2668,1071613934043136,Todsogo,"$8,183.76"
2669,3749906311282688,Buhamosic,"$7,504.80"
2670,7.83326E+15,Ujarelud,"$1,301.12"
2671,5.34491E+15,Zasefot,"$6,369.70"
2672,68900184129536,Ciidapir,"$8,561.40"
2673,4221368923062272,Vedribod,"$4,273.20"
2674,7.65019E+15,Hetpesoz,"$6,057.43"
2675,624486284001280,Ujaoruvu,"$6,931.80"
2676,8356202826170368,Ajhodej,"$3,059.72"
2677,3.94087E+15,Iblewo,"$8,322.52"
2678,6629669461819392,Emaatipis,"$3,203.35"
2679,2067780637556736,Puhsigu,"$2,517.08"
2680,3017883175092224,Zubakob,$801.18
2681,2215827086508032,Sunacigu,"$6,354.99"
2682,3.53436E+15,Tofhebuh,"$9,241.36"
2683,7747389509074944,Jemedow,"$8,762.24"
2684,2.46844E+15,Zaabpu,"$3,690.06"
2685,5543382434709504,Burujfig,$225.40
2686,785189995282432,Pethoni,"$9,922.17"
2687,1559942410534912,Palerge,"$4,554.17"
2688,6259527567540224,Mizifut,"$2,301.78"
