Lot No.,Vendor,Item Description,Reserve
575,5087994813874176,Lajokola,"$5,635.16"
576,3429983900925952,Zusekivat,"$6,176.90"
577,3503123779813376,Dijazace,$120.25
578,7713602295300096,Wusofuok,"$5,856.45"
579,2193788466364416,Anvuznap,$471.81
580,8235910709641216,Kehteur,"$6,282.15"
581,1.1802E+15,Adabercof,"$5,200.80"
582,1806198326165504,Lubolico,"$3,774.03"
583,8204210512330752,Lakbolbe,"$7,979.29"
584,4601761543225344,Zoweza,"$1,887.01"
585,2769512160034816,Padedmi,"$7,982.86"
586,6469128302886912,Afomipdu,$277.63
587,630998127607808,Anlephoh,"$3,064.57"
588,2201044939440128,Uvhelmub,"$8,210.40"
589,7463374679965696,Tijiki,"$4,618.07"
590,4770042558283776,Dufkisjug,"$4,689.40"
591,7.92417E+15,Nuwuwe,"$4,309.24"
592,5601350400344064,Menfezkic,"$3,586.09"
593,2242285737607168,Jujuvoh,"$4,831.51"
594,5054596282056704,Wismoef,"$4,604.53"
595,6883107294674944,Hedfolu,"$5,834.22"
596,1872616669315072,Guwlindu,"$2,667.70"
597,8113946326204416,Sobesec,"$6,620.65"
598,6339330693922816,Icunocuv,"$4,529.75"
599,4734858561585152,Cenvoah,"$7,261.10"
600,1.84985E+15,Zivihgi,"$6,432.77"
601,1680026804158464,Natmuhniz,"$4,758.73"
602,6861922714517504,Ozdaho,"$7,946.59"
603,2988224840466432,Isazrad,"$6,933.00"
604,2737499342372864,Tegeti,$174.00
605,5024376602755072,Oczumdiw,"$5,108.01"
606,6595818750476288,Abafalas,"$6,877.35"
607,1616839052361728,Ehgagde,"$1,196.26"
608,3287729687232512,Bapeduj,"$6,259.10"
609,6801217701281792,Ozogise,"$3,131.65"
610,1.02289E+15,Cisapfi,"$8,960.78"
611,3574659765239808,Uruwme,"$2,366.94"
612,6614696943681536,Jaboppid,"$2,829.73"
613,7573905092902912,Lufcalozi,"$4,512.95"
614,3550863077408768,Ilepiwam,"$9,382.75"
615,1.93593E+15,Silehocu,$289.76
616,2951976465727488,Jahehil,"$5,851.20"
617,927718052986880,Inibowa,"$8,142.66"
618,2859148240748544,Naftacwo,"$9,818.90"
619,6323498842587136,Geilsam,"$2,154.81"
620,8.94442E+15,Kujowute,"$1,090.94"
621,2.87219E+15,Rozofe,"$8,120.73"
622,718074732871680,Geafata,"$7,605.13"
623,529429187002368,Basbesuk,$128.88
624,331432100626432,Piilido,"$2,606.75"
625,817413274730496,Vavroba,"$3,606.36"
626,673247506989056,Laawwo,"$6,751.14"
627,1879837625024512,Ugofepbig,"$6,884.91"
628,5296492120113152,Katlalaf,"$9,909.07"
629,5164592017702912,Makoeha,"$9,350.35"
630,122725297291264,Sefarfu,"$2,185.72"
631,69920238862336,Refkiuw,"$6,823.24"
632,6126649802227712,Ahulakit,"$6,497.66"
633,7394582899720192,Zevapeap,$731.53
634,4610517477883904,Tawasu,$798.72
635,6553749268987904,Rilihe,"$2,055.04"
636,6299942247202816,Debatpe,"$3,996.57"
637,5.92673E+15,Buvicjid,"$9,878.98"
638,2.61063E+15,Selnibe,$103.38
639,3458623489441792,Viiwazed,"$2,632.65"
640,5.76721E+15,Nokofo,"$3,493.39"
641,1.97507E+15,Amaniko,"$3,846.13"
642,6474166574252032,Ohocezufi,"$8,790.61"
643,524086463692800,Bowuam,$347.98
644,1636743790985216,Lemabaw,"$9,929.66"
645,5056628661420032,Nepuni,"$6,397.45"
646,7.78951E+15,Ettubjat,"$5,877.40"
647,7645339829927936,Tahacva,"$7,697.59"
648,1494583802331136,Gaomies,"$4,652.92"
649,1227358503698432,Hiunmij,"$5,613.47"
650,6025149130211328,Vuazcu,"$9,212.03"
651,6.54807E+15,Pefidog,"$7,633.25"
652,18244719083520,Nabcadbu,$948.81
653,8.35303E+15,Rarripgit,"$6,903.14"
654,3205704854798336,Cegurgok,"$5,116.41"
655,2382245864144896,Watonaw,"$7,493.08"
656,5039620863557632,Ipvupvi,"$5,427.40"
657,1794953831251968,Udajukpe,"$9,105.75"
658,5.91578E+15,Vicewubuk,"$7,044.40"
659,1830562885009408,Fivigog,"$2,933.76"
660,4894450272698368,Mikziibe,"$6,767.06"
661,6.37948E+15,Huujivi,"$5,515.14"
662,2464789148205056,Lumsuuba,"$5,311.97"
663,500318668324864,Ratumbi,"$9,659.56"
664,6633425156964352,Kacmadkak,"$1,619.08"
665,5727791955836928,Uzatovduk,"$1,878.54"
666,5076483145990144,Segtelgis,"$8,612.61"
667,1670402621308928,Uhbaoz,"$9,210.71"
668,7415529750921216,Duekje,"$8,726.64"
669,6030264706793472,Lowseawi,"$7,842.21"
670,5475064027807744,Nokonis,"$2,494.23"
671,1085724585623552,Dohijuj,"$9,962.58"
672,2643304797700096,Siznahra,"$2,796.68"
673,1143503694331904,Zecobu,"$5,684.05"
674,2674259507806208,Fiutoji,"$1,088.26"
675,8112396459573248,Peihuli,"$6,403.49"
676,4.18537E+15,Higanej,"$4,091.32"
677,242780173500416,Hopvevha,"$7,622.19"
678,7982465368981504,Obmobu,$895.33
679,3.03027E+15,Favteki,"$6,359.31"
680,1070797410009088,Zurnami,"$7,703.95"
681,8.27021E+15,Keumaki,"$9,201.42"
682,2216993168031744,Vediesu,"$1,871.74"
683,553894409142272,Danenoahu,"$6,890.79"
684,625589467742208,Lieflof,"$4,734.78"
685,812104940519424,Lusamem,"$6,263.66"
686,2668160673120256,Evriivo,"$2,893.06"
687,5390272735215616,Pegapiz,"$6,333.39"
688,7336563518210048,Vacvipa,"$4,796.41"
689,6582973325377536,Votluged,"$5,911.81"
690,7856015124987904,Cokanefov,"$4,896.05"
691,3502757927452672,Gehbudne,"$2,779.64"
692,8667901947019264,Ecnohel,"$6,578.23"
693,4922987549556736,Ikocowe,"$8,170.75"
694,301466696810496,Sahufo,"$4,905.01"
695,3232835519381504,Dusufwob,"$7,352.73"
696,4.49749E+15,Filkivan,"$2,503.53"
697,8259993182666752,Nijdilug,$972.08
698,350631955005440,Lekusopoc,"$5,523.64"
699,8.51061E+15,Poolso,"$2,282.17"
700,6347193900335104,Zuhhuhkat,"$1,667.67"
701,3.44516E+15,Orlazifo,"$6,694.60"
702,5752106373873664,Aviteszo,"$1,670.23"
703,4712955132248064,Rankiwfa,"$8,349.31"
704,6987180501106688,Upipevo,"$7,031.23"
705,1845644205490176,Gejamug,"$1,980.03"
706,7.68873E+15,Viuraewi,"$2,341.96"
707,8757692157919232,Majingu,$164.91
708,3246406118670336,Poanubor,"$6,633.75"
709,2340392810840064,Tosujal,"$4,663.31"
710,253620343799808,Dempeles,"$2,015.44"
711,2.7892E+15,Owifoed,"$9,882.60"
712,3587533915029504,Baloul,"$1,518.30"
713,6839719107231744,Gibtamtu,"$1,909.27"
714,5607759867281408,Kizjaraka,"$8,539.71"
715,5223079720517632,Novmakjo,"$3,593.13"
716,1.65653E+15,Hihdoed,"$2,800.18"
717,5764113045127168,Fazahkul,$910.82
718,2399325873242112,Donemo,"$7,770.88"
719,7348319170854912,Piifuno,"$7,979.21"
720,5779520275611648,Katormu,"$3,864.85"
721,8988996721967104,Kuhehru,"$7,855.66"
722,3.11938E+15,Okoitisuj,"$4,102.25"
723,2215010646360064,Etderse,"$7,340.46"
724,5825916917776384,Wezwuov,"$4,391.43"
725,3.10522E+15,Sizosac,"$3,238.62"
726,1517827691380736,Dilzesig,"$3,082.88"
727,1447925869707264,Urifen,"$2,330.47"
728,794519960289280,Dolgavro,"$7,520.19"
729,1392173966688256,Umtowcig,"$4,610.85"
730,5081732390846464,Ejkagug,"$6,345.91"
731,6651185073225728,Libozsi,"$6,077.76"
732,1935006872109056,Saoliat,"$8,001.03"
733,1322703300591616,Siswegu,$982.77
734,204168807579648,Ucacecem,"$2,991.72"
735,5.16756E+15,Reveja,"$9,070.82"
736,5137592215404544,Latraji,"$8,106.33"
737,8.53844E+15,Gahice,"$1,870.83"
738,4.27701E+15,Jejkoluw,"$8,816.54"
739,5001920364150784,Ebsepdo,"$3,931.86"
740,3382985931882496,Anbedtu,"$2,825.17"
741,931937929658368,Duducra,"$7,514.48"
742,1902424551849984,Zicfohev,"$1,003.22"
743,270026183540736,Fahcefe,"$5,107.47"
744,8701185437466624,Deguiw,"$6,831.36"
745,8320509183787008,Caacduj,"$3,427.29"
746,4371849114812416,Agvenko,$323.83
747,2.99437E+15,Owegulig,"$5,422.44"
748,5355164976283648,Gevagka,"$2,688.78"
749,7478968051564544,Etukutguw,"$8,808.24"
750,7218781373857792,Homimrej,"$2,701.32"
751,7633338107953152,Diusuvec,"$7,263.62"
752,7999570772492288,Zimedrag,$975.21
753,2482552296177664,Tijvaghad,"$3,739.30"
754,7.36376E+15,Avsuko,"$9,223.24"
755,6148175255568384,Mevebeb,"$7,598.53"
756,8567410040766464,Pibnovow,"$2,240.01"
757,3050552954978304,Agubuidu,"$7,357.40"
758,594557397893120,Suviwak,"$1,968.73"
759,1.90554E+15,Gawukas,"$1,217.21"
760,1.9932E+15,Huwuedo,"$7,950.91"
761,8334538564435968,Ecbuego,"$6,442.46"
762,1580489846554624,Gacobgit,"$2,979.09"
763,618330694090752,Zugnirem,"$2,053.72"
764,7149391385198592,Gabudag,"$4,278.08"
765,4571646486642688,Agpuslo,"$5,137.65"
766,2638735099297792,Jeggizjo,"$5,402.78"
767,8267591443283968,Uzkubjer,"$7,299.03"
768,3.1744E+15,Asofozup,"$3,433.30"
769,151258669252608,Rekosifum,"$7,457.01"
770,1.89038E+15,Jerivoesi,"$8,690.27"
771,8376018572148736,Gizhilah,"$2,505.86"
772,7146294562783232,Tukwuzi,"$4,226.42"
773,1578191512666112,Siileek,"$6,507.91"
774,41264271589376,Esmivum,"$7,559.46"
775,3444021737291776,Woiflim,"$3,389.22"
776,5.09293E+15,Kepaela,"$2,074.54"
777,524034441740288,Ekeepij,"$3,613.89"
778,4.4384E+15,Ahicoju,"$6,990.05"
779,6.6313E+15,Rowcika,"$5,778.77"
780,5495057696161792,Memuhri,"$6,663.81"
781,3855001644433408,Salpaoc,"$1,495.45"
782,8.21598E+15,Satbujuc,"$6,800.68"
783,4.76339E+15,Kefciszi,"$8,601.10"
784,7.65707E+15,Lituweg,"$6,818.50"
785,4121159979237376,Wuzmetoho,"$3,866.19"
786,2947365237424128,Pojore,"$4,082.21"
787,4422516925792256,Rarijpi,"$5,580.55"
788,5195480061444096,Ovdelo,"$7,336.94"
789,8992515206152192,Oltehrem,"$6,800.67"
790,2189536752828416,Camnelo,"$7,765.48"
791,8784830751834112,Kabnana,"$1,894.09"
792,8901252607901696,Ubecbod,"$8,060.28"
793,2383007927238656,Vogoic,"$5,929.83"
794,6897304371986432,Gukododi,"$4,275.10"
795,6090242891186176,Ikunawmo,"$4,364.11"
796,5083621897535488,Nosodnu,"$6,411.10"
797,1789744600055808,Gavobacaf,"$9,290.07"
798,6705560277745664,Jiosedus,"$4,251.09"
799,2486058612686848,Dizonro,"$5,039.42"
800,2454625171013632,Wihanuwe,"$9,195.05"
801,1089634085896192,Hiphocfuv,"$4,475.34"
802,8.99816E+15,Sasofat,"$1,599.77"
803,5397293985431552,Bahrulu,"$9,101.60"
804,4570157129138176,Tafiheji,"$3,937.43"
805,1156740575920128,Kifiwu,"$1,730.50"
806,6.60691E+15,Dupojwiz,"$9,243.06"
807,3452523450990592,Ipoevidit,"$3,798.73"
808,2105378988883968,Jugnacil,"$7,548.24"
809,1.10423E+15,Pewbapo,"$5,295.75"
810,6.61309E+15,Zaamila,"$9,656.71"
811,4371124540407808,Vuktuzfuk,"$2,646.10"
812,2617984751239168,Gubbinaw,"$1,490.18"
813,8.10935E+15,Weijozek,"$8,810.57"
814,5.73776E+15,Pebejbuh,"$4,025.96"
815,2938981893275648,Hetujdu,"$5,011.01"
816,2786133014478848,Loaceis,"$3,279.39"
817,7828774225707008,Waolopa,"$8,730.76"
818,2237779993952256,Buwkitum,"$6,374.57"
819,2781444824891392,Esobicbot,"$6,194.95"
820,2437289275817984,Ikewovjof,"$9,853.46"
821,1177131822350336,Alugigtet,$981.34
822,6.87219E+15,Camostu,"$2,237.64"
823,7828360105295872,Puenba,$251.55
824,5818382137950208,Rabadeb,$292.60
825,5918914296938496,Deuvaduw,"$3,416.18"
826,311000926519296,Nebeze,"$3,893.71"
827,8172552358723584,Budije,"$4,652.28"
828,1.15756E+15,Wenilawe,"$5,558.86"
829,7793891570876416,Anjubjor,"$3,984.97"
830,3643289953632256,Gecazojo,"$6,470.07"
831,5597361524965376,Avfosa,"$8,784.43"
832,6327994087899136,Nefuttus,"$1,002.53"
833,497764070850560,Vueglin,$336.43
834,6041091413377024,Etoveko,"$2,473.39"
835,5.1704E+15,Vaocede,"$4,866.80"
836,2657642625368064,Wiltobo,"$2,010.88"
837,2335718466650112,Koiddik,"$1,275.89"
838,6179978766974976,Ransiwu,$764.39
839,8339292113862656,Oleclab,"$2,828.73"
840,2694078114299904,Duzicu,"$6,012.49"
841,8.54285E+15,Ugaisfi,"$3,660.11"
842,8331049893363712,Itkarjoj,"$2,195.77"
843,7038748827058176,Sobzuvzuz,"$7,677.49"
844,1494708687732736,Worhejic,"$6,568.64"
845,4038549187854336,Jijusca,"$1,947.98"
846,6101347506061312,Patbivfim,"$7,977.49"
847,5372282822197248,Woveto,"$3,538.35"
848,1898380070486016,Dezlucar,"$7,647.49"
849,6197521055481856,Kaijive,"$1,541.26"
850,8342037554266112,Jejeupe,"$8,765.27"
851,1376826930757632,Figrifub,"$6,408.71"
852,756643386097664,Awonwis,"$2,212.68"
853,2637059246260224,Gejhifruk,"$4,991.29"
854,4219039654084608,Woomka,"$1,314.21"
855,3.2196E+15,Hitutsi,$665.38
856,2944953896402944,Hishiwag,"$1,044.61"
857,7.61362E+15,Vodatov,"$2,512.16"
858,7834714943520768,Pewhipkev,"$5,550.56"
859,7289300779532288,Wuuzeju,"$4,732.84"
860,865295564537856,Ubtulus,"$5,109.79"
861,1.09953E+15,Atiiponuk,"$9,389.63"
862,5.36162E+15,Jifilimu,"$5,877.68"
863,8779421204873216,Cinkuew,"$6,559.70"
864,1.48673E+15,Dapwobpad,"$1,777.10"
865,588559807414272,Zarbote,"$4,969.65"
866,7.65815E+15,Nivfefuh,"$1,966.08"
867,5088617653338112,Bamumnu,"$8,745.16"
868,4794106916110336,Uradijet,"$6,272.01"
869,3.63915E+15,Gicjumev,$305.53
870,8337971616940032,Kasirba,"$1,638.38"
871,2323414937239552,Fokloafo,"$6,350.01"
872,2.67005E+15,Nebupej,"$6,145.21"
873,5635488597671936,Gouvwaw,"$4,384.34"
874,86073535365120,Zuhmauze,"$1,390.79"
875,4373800888041472,Milbiwoh,"$1,381.40"
876,5.26773E+15,Gamoti,"$7,561.58"
877,1904693913583616,Resoal,"$5,322.65"
878,6733412314382336,Vurbesi,"$5,849.22"
879,8098840150278144,Lujdazva,"$5,260.92"
880,2836337690411008,Nutbiki,$221.95
881,3.08606E+15,Nowfitiwa,"$7,783.23"
882,3618448842162176,Uhiwidmah,"$9,166.54"
883,7347368577990656,Aleujipu,$904.91
884,5779657708273664,Azopokmom,"$7,367.60"
885,1309987399794688,Donlemhuv,"$5,121.85"
886,5.93558E+15,Fivjijwop,"$8,767.64"
887,200601008865280,Ikzigeg,"$3,683.18"
888,5399307307974656,Imilenu,"$8,665.30"
889,8796030902468608,Rerejuk,"$9,143.23"
890,1076866723086336,Petcisat,"$3,064.49"
891,4264702811045888,Damebaep,$801.22
892,752945677205504,Fevpufij,$448.92
893,7006448502439936,Diparve,"$2,951.96"
894,556485148934144,Nercovkos,"$3,168.48"
895,1556819650543616,Jeapupo,"$4,903.37"
896,4465876044611584,Fomsili,"$4,793.05"
897,5810330059931648,Buhepaki,"$5,279.35"
898,6626198331326464,Coihalup,"$9,945.49"
899,8896265056157696,Zaavuza,"$6,066.80"
900,1.09316E+15,Lodaido,"$4,832.50"
901,3463834496925696,Elwokoze,"$8,549.21"
902,5040389421531136,Worufe,"$7,478.43"
903,2680541499359232,Piecebu,"$3,695.79"
904,6473536348618752,Hajutnu,"$4,484.94"
905,2864828725067776,Panevimu,"$6,021.43"
906,56767950094336,Oslazef,"$9,224.35"
907,5.07298E+15,Fugjopa,$849.38
908,3876182699278336,Belvumu,"$4,668.36"
909,8.9555E+15,Zurvezati,"$5,188.52"
910,2882201720979456,Gaffambob,$662.87
911,4984137368731648,Siuvwif,"$7,576.45"
912,3.17313E+15,Fepetig,"$5,831.19"
913,2956669120151552,Bomoju,"$9,511.83"
914,4520774396280832,Bemzuvoz,"$2,766.22"
915,5.108E+15,Etpiacu,"$5,220.61"
916,379215746695168,Oznogpuv,"$7,087.03"
917,1316184578326528,Nunzomote,"$8,614.97"
918,3169306827292672,Vacesabu,"$1,626.76"
919,5085992734162944,Kufurag,"$5,872.54"
920,5007048498479104,Vappeel,"$2,891.95"
921,6244854730326016,Poksiso,"$1,707.36"
922,7638027392253952,Jialneg,"$8,442.81"
923,1308830984044544,Okomawus,"$7,970.03"
924,5.28159E+15,Loavim,"$9,926.19"
925,6403817235021824,Cavbovna,"$3,843.14"
926,3407864232148992,Cilciodo,$209.84
927,7826928719364096,Dasipec,"$8,648.46"
928,5485104681975808,Ifehudit,"$5,020.52"
929,7876250500595712,Nuhjihka,"$4,695.08"
930,3769016057331712,Feoftod,"$8,797.67"
931,646331659976704,Uhelorod,"$7,751.89"
932,1210443242668032,Umzorel,"$5,782.76"
933,3173718945693696,Tahbuzo,"$1,021.89"
934,1073759121309696,Geuguhi,"$1,400.18"
935,6383307449171968,Sujojzo,"$5,312.99"
936,3658267771273216,Jefdisun,"$1,721.58"
937,7.91483E+15,Toktote,"$8,689.46"
938,7.80686E+15,Zarwazol,$194.09
939,8416093349609472,Jecuzrol,"$7,103.10"
940,4039905743208448,Lajnagpan,$696.53
941,7649285183111168,Atetuctoc,"$6,248.88"
942,8.93293E+15,Fitiat,"$7,249.28"
943,5789551142371328,Headwe,"$6,229.60"
944,8275089808162816,Itdewfej,"$6,386.20"
945,7642994719064064,Zalasid,"$3,238.68"
946,6235847537983488,Godevzop,"$6,068.19"
947,4042634303635456,Elofoca,"$3,247.43"
948,765043241123840,Riewuazi,"$9,327.52"
949,395466885824512,Ekufades,"$9,543.41"
950,697476143120384,Gekiot,"$2,684.32"
951,8566518231072768,Zebmodi,$635.75
952,8511850543054848,Vavzazu,"$4,717.80"
953,7369822151114752,Kicwowimu,"$8,601.54"
954,6774380482789376,Rascaen,"$6,833.63"
955,5.29274E+15,Henpazi,"$7,246.47"
956,8114859415699456,Sukavge,"$9,623.97"
957,5722681527762944,Regacema,$82.22
958,2019871458066432,Jowamas,"$4,167.22"
959,5970596173185024,Nedibej,"$3,793.28"
960,2353310667374592,Wozpiofu,"$1,555.80"
961,6756775015481344,Jagtuva,"$7,635.17"
962,6786789748506624,Widebo,$705.83
963,4.00629E+15,Rezomifi,"$4,680.63"
964,7677915749679104,Ozuudoli,"$2,088.20"
965,393123115040768,Utiwle,"$8,628.40"
966,8.14133E+15,Hoanmew,"$7,311.35"
967,7739220145733632,Kecebad,"$3,106.84"
968,7.03631E+15,Erojujol,"$4,435.87"
969,3593532432449536,Tiwlisob,"$3,302.08"
970,1656499919126528,Hogovwiw,"$5,039.22"
971,7.69853E+15,Gigistol,"$6,908.76"
972,3517635060826112,Viksubde,"$1,137.36"
973,204300097683456,Ejoulevub,"$3,053.38"
974,3020076764626944,Fuwnuvil,"$5,545.86"
975,3059496941256704,Dibdudek,"$2,009.23"
976,178680269635584,Fugivdos,"$8,100.32"
977,1222748879716352,Zagojime,"$1,693.49"
978,5949055762956288,Elilozah,"$2,253.62"
979,5.64816E+15,Zekdegud,"$5,732.94"
980,2.98643E+15,Abomulok,"$8,241.81"
981,597822739054592,Wahdiba,"$8,821.46"
982,3.2163E+15,Ruzgejizi,"$9,205.19"
983,5.81366E+15,Fuvunwuk,$641.36
984,132204103467008,Ivbasu,"$7,049.56"
985,7589640202616832,Cihnedul,"$1,018.21"
986,4034536434302976,Negfuchu,"$8,677.50"
987,5900260834541568,Uhjakado,"$4,108.61"
988,7340296358592512,Nudtetza,"$5,567.53"
989,7.43358E+15,Gaklizin,"$8,180.56"
990,2741255467433984,Owosihi,"$3,622.51"
991,6448155797225472,Negohutoz,"$1,818.90"
992,4578503443873792,Habobok,"$9,063.88"
993,8400262637027328,Rigenmo,"$6,637.34"
994,6205763854794752,Gewmafvin,"$4,418.30"
995,2165054193532928,Kecdumev,"$2,127.21"
996,8946339979198464,Esitupu,"$7,890.33"
997,1917553282646016,Izahusju,"$5,609.45"
998,4658941608853504,Jajhojsu,"$2,516.84"
999,193859998973952,Giogifiw,"$3,813.20"
1000,4.19643E+15,Pelehagoh,"$8,785.95"
